TitleID,Timestamp,PlaytimeSeconds
0004000000030800,2018-12-20T10:00,540
0004000000030800,2018-12-20T11:00,780
0004001020021d00,2018-12-20T11:00,240
0004001000021400,2018-12-20T11:00,2520
0004001000021400,2018-12-20T12:00,480
0004000000030800,2018-12-20T12:00,1020
0004000000030800,2018-12-20T13:00,1020
0004001000021400,2018-12-20T13:00,1320
0004001000021900,2018-12-20T13:00,60
000400000f701400,2018-12-20T13:00,60
0004003000009300,2018-12-20T13:00,360
000400300000bd00,2018-12-20T13:00,60
000400300000bd00,2018-12-20T14:00,60
0004000000088900,2018-12-20T14:00,2940
0004000000088900,2018-12-20T15:00,3480
0004000000088900,2018-12-20T16:00,2880
0004000000030800,2018-12-20T16:00,600
0004000000030800,2018-12-20T17:00,3600
0004000000030800,2018-12-20T18:00,360
0004001000021500,2018-12-20T18:00,60
000400000f701400,2018-12-20T18:00,60
0004001020021d00,2018-12-20T18:00,60
0004001000021400,2018-12-20T18:00,60
0004001000021200,2018-12-20T18:00,60
0004001000021700,2018-12-20T19:00,60
0004001000021200,2018-12-20T19:00,180
0004001000021400,2018-12-20T19:00,60
0004000000088900,2018-12-20T19:00,120
0004000000030800,2018-12-20T19:00,540
0004003000009300,2018-12-20T19:00,120
0004001000021800,2018-12-20T19:00,180
0004001000021000,2018-12-20T19:00,60
0004001020021300,2018-12-20T19:00,120
0004001000021100,2018-12-20T19:00,60
00040000000ec300,2018-12-20T19:00,480
00040000000ec300,2018-12-20T20:00,2220
0004000000088900,2018-12-21T10:00,60
0004000000088900,2018-12-21T11:00,60
0004000000030800,2018-12-21T11:00,660
0004001000021400,2018-12-21T11:00,2340
0004003000009300,2018-12-21T11:00,360
0004001000021500,2018-12-21T12:00,480
000400000f701400,2018-12-21T12:00,240
0004001020021d00,2018-12-21T12:00,180
0004000000030800,2018-12-21T12:00,660
0004001000021700,2018-12-21T12:00,300
0004000000088900,2018-12-21T12:00,240
0004001000021400,2018-12-21T13:00,240
0004001000021500,2018-12-21T13:00,180
0004001000021200,2018-12-21T13:00,60
0004000000088900,2018-12-21T13:00,540
0004000000088900,2018-12-21T14:00,2940
00040000000ec300,2018-12-21T14:00,660
00040000000ec300,2018-12-21T15:00,1980
000400000f701400,2018-12-21T15:00,120
0004000000030800,2018-12-21T15:00,1320
0004000000030800,2018-12-21T16:00,3060
0004000000030800,2018-12-21T17:00,420
0004001000021500,2018-12-21T17:00,180
0004001000021400,2018-12-21T17:00,780
0004003000009600,2018-12-21T17:00,60
0004001000021700,2018-12-21T17:00,300
0004001020021d00,2018-12-21T17:00,120
0004001000021400,2018-12-21T19:00,60
0004000000030800,2018-12-21T19:00,60
0004000000030800,2018-12-21T20:00,1080
0004001000021400,2018-12-21T20:00,240
0004001000021500,2018-12-21T20:00,60
0004001000021700,2018-12-21T20:00,480
0004001000021000,2018-12-21T20:00,60
0004000000030800,2018-12-22T11:00,1920
0004000000088900,2018-12-22T11:00,720
0004000000088900,2018-12-22T12:00,3600
0004000000088900,2018-12-22T13:00,1020
0004000000030800,2018-12-22T13:00,2520
0004000000030800,2018-12-22T14:00,180
0004000000088900,2018-12-23T08:00,1080
0004000000088900,2018-12-23T09:00,720
0004000000030800,2018-12-23T09:00,1020
0004000000030800,2018-12-24T08:00,1020
0004000000088900,2018-12-24T08:00,360
00040000000ec300,2018-12-24T08:00,960
00040000000ec300,2018-12-24T09:00,1500
00040000000ec300,2018-12-24T10:00,2340
0004000000030800,2018-12-24T10:00,300
0004000000030800,2018-12-24T11:00,2520
000400000f701400,2018-12-24T11:00,300
0004001020021d00,2018-12-24T11:00,480
0004001000021000,2018-12-24T12:00,300
000400100002c000,2018-12-24T12:00,60
0004001000021500,2018-12-24T12:00,300
0004003000009300,2018-12-24T12:00,60
0004000000030800,2018-12-24T16:00,1800
0004003000009300,2018-12-24T16:00,180
0004001000021200,2018-12-24T16:00,60
0004003000009600,2018-12-24T16:00,180
00040000000ec300,2018-12-25T09:00,1020
00040000000ec300,2018-12-25T10:00,2880
0004000000088900,2018-12-25T10:00,540
0004000000088900,2018-12-25T11:00,1020
0004000000088900,2018-12-25T12:00,3600
0004000000088900,2018-12-25T13:00,3600
0004000000088900,2018-12-25T14:00,1920
0004001000021400,2018-12-25T16:00,60
0004000000030800,2018-12-25T17:00,2220
0004000000030800,2018-12-25T18:00,180
0004000000088900,2018-12-25T18:00,900
0004000000088900,2018-12-26T08:00,420
0004000000088900,2018-12-26T09:00,3540
0004001000021400,2018-12-26T11:00,360
0004000000030800,2018-12-26T11:00,1140
0004000000030800,2018-12-26T12:00,300
0004000000088900,2018-12-26T13:00,2100
0004000000030800,2018-12-26T13:00,540
0004000000030800,2018-12-26T14:00,1620
0004001000021400,2018-12-26T14:00,120
0004001000021700,2018-12-26T14:00,240
00040000000ec300,2018-12-26T14:00,720
0004000000030800,2018-12-26T15:00,1080
00040000000ec300,2018-12-26T15:00,1140
00040000000ec300,2018-12-26T16:00,600
0004003000009700,2018-12-26T16:00,60
00040000000ec300,2018-12-26T17:00,180
0004000000030800,2018-12-26T19:00,780
0004001000021700,2018-12-26T19:00,60
0004003000009300,2018-12-26T19:00,240
0004003000009600,2018-12-26T19:00,60
0004001000021400,2018-12-26T20:00,2100
0004001000021400,2018-12-27T10:00,120
0004003000009300,2018-12-27T10:00,180
0004000000088900,2018-12-27T10:00,1740
0004000000088900,2018-12-27T11:00,2820
00040000000ec300,2018-12-27T11:00,600
00040000000ec300,2018-12-27T12:00,1080
0004000000030800,2018-12-27T12:00,2460
0004000000030800,2018-12-27T13:00,420
0004000000088900,2018-12-27T13:00,1620
0004000000088900,2018-12-27T14:00,720
00040000000ec300,2018-12-27T14:00,1080
0004003000009300,2018-12-27T14:00,60
0004001000021400,2018-12-27T14:00,1560
0004001000021400,2018-12-27T15:00,660
0004001000021700,2018-12-27T15:00,600
0004000000030800,2018-12-29T12:00,240
0004000000088900,2018-12-29T12:00,420
0004000000088900,2018-12-29T13:00,480
0004000000030800,2018-12-29T14:00,720
0004001000021000,2018-12-29T14:00,300
0004001000021900,2018-12-29T14:00,120
0004001000021400,2018-12-29T14:00,240
00040000000ec300,2018-12-29T14:00,660
00040000000ec300,2018-12-29T15:00,2520
0004001000021400,2018-12-29T19:00,60
00040000000ec300,2018-12-29T19:00,3060
00040000000ec300,2018-12-29T20:00,2520
0004001000021000,2018-12-30T12:00,240
00040000000ec300,2018-12-30T12:00,1200
00040000000ec300,2018-12-30T13:00,780
00040000000ec300,2018-12-30T14:00,1620
00040000000ec300,2018-12-30T15:00,2460
0004000000088900,2018-12-30T15:00,1020
0004000000088900,2018-12-30T16:00,3420
0004000000088900,2018-12-30T17:00,2160
000400000f701400,2018-12-30T17:00,300
0004001000021700,2018-12-30T17:00,120
0004001000021400,2018-12-30T17:00,600
0004003000009400,2018-12-30T17:00,60
0004003000009300,2018-12-30T17:00,60
0004001000021000,2018-12-30T17:00,60
0004000000030800,2018-12-30T17:00,120
0004000000030800,2018-12-30T18:00,600
0004000000088900,2018-12-31T09:00,1140
0004000000088900,2018-12-31T10:00,1320
00040000000ec300,2018-12-31T10:00,2160
00040000000ec300,2018-12-31T11:00,300
0004001000021700,2018-12-31T11:00,420
0004001000021800,2018-12-31T11:00,300
0004000000030800,2018-12-31T11:00,960
000400000f701400,2018-12-31T12:00,60
0004000000030800,2018-12-31T12:00,420
0004001000021700,2018-12-31T12:00,60
0004000000030800,2019-01-02T17:00,1920
00040000000ec300,2019-01-02T17:00,240
0004000000088900,2019-01-02T17:00,180
0004001000021400,2019-01-02T18:00,360
0004001000021800,2019-01-02T18:00,60
00040000000ec300,2019-01-02T18:00,420
000400000f701400,2019-01-02T18:00,60
000400000f701400,2019-01-02T19:00,60
0004001000021700,2019-01-02T19:00,660
0004000000088900,2019-01-02T20:00,1020
0004000000088900,2019-01-03T12:00,1020
0004000000088900,2019-01-03T13:00,3600
0004000000088900,2019-01-03T14:00,1980
0004000000088900,2019-01-03T16:00,3240
0004000000088900,2019-01-03T17:00,3360
0004000000088900,2019-01-04T11:00,1860
0004000000088900,2019-01-04T12:00,3600
0004000000088900,2019-01-04T13:00,2280
0004000000088900,2019-01-04T14:00,2760
0004000000088900,2019-01-04T15:00,1800
0004000000030800,2019-01-04T15:00,420
0004001000021400,2019-01-05T11:00,120
0004000000088900,2019-01-05T11:00,2760
0004000000088900,2019-01-05T12:00,3600
0004000000088900,2019-01-05T13:00,2340
00040000000ec300,2019-01-05T13:00,1200
00040000000ec300,2019-01-05T14:00,60
0004001000021400,2019-01-05T15:00,60
0004000000088900,2019-01-05T15:00,2880
0004000000088900,2019-01-05T16:00,180
00040000000ec300,2019-01-05T16:00,3360
00040000000ec300,2019-01-05T17:00,1560
0004000000088900,2019-01-05T17:00,660
00040000000ec300,2019-01-06T08:00,1500
0004000000088900,2019-01-06T08:00,660
0004000000088900,2019-01-06T09:00,1860
00040000000ec300,2019-01-06T09:00,480
0004003000009600,2019-01-06T09:00,60
0004000000088900,2019-01-06T10:00,420
0004000000088900,2019-01-06T12:00,1440
00040000000ec300,2019-01-06T12:00,420
0004001000021700,2019-01-06T12:00,60
0004000000030800,2019-01-06T14:00,2100
0004001020021d00,2019-01-06T17:00,240
0004001000021400,2019-01-06T17:00,60
0004000000088900,2019-01-06T17:00,360
0004000000088900,2019-01-06T18:00,2160
0004001000021000,2019-01-06T18:00,60
0004000000030800,2019-01-06T19:00,3540
0004001000021000,2019-01-06T19:00,60
0004000000030800,2019-01-06T20:00,60
0004000000088900,2019-01-07T09:00,180
0004000000030800,2019-01-07T09:00,120
0004000000030800,2019-01-07T10:00,2340
0004000000030800,2019-01-07T11:00,540
0004000000030800,2019-01-12T08:00,720
0004000000030800,2019-01-12T09:00,780
0004001020021d00,2019-01-12T09:00,660
0004001000021700,2019-01-12T09:00,120
0004001000021e00,2019-01-12T09:00,60
0004000000088900,2019-01-12T09:00,300
0004000000088900,2019-01-13T09:00,420
0004000000088900,2019-01-13T10:00,480
000400000f701400,2019-01-13T10:00,60
00040000000ec300,2019-01-13T10:00,180
0004001000021200,2019-01-14T16:00,60
0004000000030800,2019-01-14T16:00,2460
0004000000030800,2019-01-14T17:00,1140
00040000000ec300,2019-01-14T17:00,2280
00040000000ec300,2019-01-14T18:00,960
00040000000ec300,2019-01-15T06:00,2700
00040000000ec300,2019-01-15T07:00,900
00040000000ec300,2019-01-15T08:00,720
0004001000021700,2019-01-15T08:00,60
0004001000021000,2019-01-15T08:00,60
0004003000009300,2019-01-15T08:00,180
0004001000021400,2019-01-15T08:00,240
00040000000ec300,2019-01-15T17:00,360
00040000000ec300,2019-01-15T18:00,1740
000400000f701400,2019-01-16T07:00,840
0004001020021d00,2019-01-16T07:00,60
00040000000ec300,2019-01-16T12:00,600
0004001020021d00,2019-01-16T12:00,480
0004001000021100,2019-01-16T12:00,60
00040000000ec300,2019-01-17T14:00,1200
00040000000ec300,2019-01-17T15:00,120
0004001000021000,2019-01-17T15:00,600
0004001020024100,2019-01-17T15:00,60
0004000000030800,2019-01-17T15:00,2700
0004000000030800,2019-01-17T16:00,2760
0004003000009600,2019-01-17T16:00,60
0004003000009700,2019-01-17T16:00,180
000400300000bd00,2019-01-17T16:00,60
0004001000021100,2019-01-17T16:00,180
0004001000021000,2019-01-17T16:00,360
0004001020021300,2019-01-17T17:00,120
0004003000009e00,2019-01-17T17:00,60
0004003000009400,2019-01-17T17:00,180
00040000000ec300,2019-01-18T13:00,360
00040000000ec300,2019-01-18T14:00,1380
00040000000ec300,2019-01-18T16:00,1980
00040000000ec300,2019-01-18T17:00,1620
0004000000030800,2019-01-18T17:00,1680
0004000000030800,2019-01-18T18:00,600
0004003000009300,2019-01-18T18:00,60
0004001000021400,2019-01-18T18:00,300
0004001000021000,2019-01-18T18:00,180
0004001020024100,2019-01-18T18:00,300
0004001000021200,2019-01-18T18:00,180
0004001000021500,2019-01-18T18:00,180
0004001000021e00,2019-01-18T20:00,60
0004001000021e00,2019-01-18T21:00,300
0004001000021e00,2019-01-19T10:00,1380
0004000000088900,2019-01-19T11:00,180
00040000000ec300,2019-01-19T11:00,600
0004001000021400,2019-01-19T11:00,60
000400000f701400,2019-01-19T11:00,120
0004001000021500,2019-01-19T14:00,840
0004001000021e00,2019-01-19T14:00,480
0004001000021e00,2019-01-19T15:00,240
00040000000ec300,2019-01-19T15:00,3240
00040000000ec300,2019-01-19T16:00,2880
0004001000021e00,2019-01-19T16:00,660
0004001000021e00,2019-01-19T17:00,2160
0004001000021000,2019-01-20T10:00,180
0004001020024100,2019-01-20T10:00,60
000400100002c000,2019-01-20T10:00,60
0004001000021500,2019-01-20T10:00,240
0004001000021500,2019-01-20T11:00,540
00040000000ec300,2019-01-20T12:00,1200
00040000000ec300,2019-01-20T13:00,3600
00040000000ec300,2019-01-20T14:00,2940
00040000000ec300,2019-01-20T15:00,3000
0004001000021900,2019-01-20T15:00,180
0004000000030800,2019-01-20T15:00,420
0004000000030800,2019-01-20T16:00,1080
0004001000021000,2019-01-20T16:00,240
0004001000021000,2019-01-20T17:00,180
0004001000021400,2019-01-20T17:00,180
0004001000021400,2019-01-20T18:00,120
0004001000021e00,2019-01-20T20:00,300
00040000000ec300,2019-01-21T14:00,1440
00040000000ec300,2019-01-21T15:00,1560
0004001000021e00,2019-01-21T15:00,420
00040000000ec300,2019-01-22T15:00,900
00040000000ec300,2019-01-22T16:00,1140
0004001000021e00,2019-01-22T16:00,900
0004001000021000,2019-01-22T16:00,300
0004001000021900,2019-01-22T16:00,120
0004001000021000,2019-01-22T17:00,1260
0004001000021900,2019-01-22T17:00,240
0004001000021e00,2019-01-22T17:00,1020
0004001000021000,2019-01-22T18:00,60
0004003000009300,2019-01-22T19:00,60
0004003000009600,2019-01-22T19:00,60
0004003000009700,2019-01-22T19:00,60
0004001000021200,2019-01-22T20:00,120
0004000000088900,2019-01-23T13:00,180
0004000000088900,2019-01-23T14:00,60
0004001000021500,2019-01-24T16:00,1080
0004001000021400,2019-01-24T16:00,180
00040000000ec300,2019-01-24T16:00,660
00040000000ec300,2019-01-24T17:00,1440
0004001000021e00,2019-01-25T14:00,1740
00040000000ec300,2019-01-25T14:00,240
00040000000ec300,2019-01-25T15:00,1740
0004000000088900,2019-01-25T15:00,1140
0004001000021e00,2019-01-25T15:00,180
0004001020021d00,2019-01-25T15:00,240
0004001000021500,2019-01-25T17:00,600
0004001000021500,2019-01-25T18:00,720
0004000000088900,2019-01-26T19:00,180
0004000000088900,2019-01-26T20:00,660
0004000000088900,2019-01-27T11:00,1380
0004001000021000,2019-01-27T11:00,60
0004001000021e00,2019-01-27T14:00,1740
0004001000021e00,2019-01-27T15:00,1800
0004000000088900,2019-01-27T15:00,1680
0004000000088900,2019-01-27T16:00,3240
00040000000ec300,2019-01-27T17:00,1800
00040000000ec300,2019-01-27T18:00,960
0004001000021500,2019-01-27T19:00,660
0004001000021400,2019-01-27T19:00,120
0004000000030800,2019-01-28T11:00,1860
0004000000030800,2019-01-28T12:00,60
00040000000ec300,2019-01-28T14:00,2340
00040000000ec300,2019-01-28T15:00,1980
00040000000ec300,2019-01-29T11:00,1140
00040000000ec300,2019-01-29T12:00,3600
00040000000ec300,2019-01-29T13:00,360
0004000000030800,2019-01-29T13:00,3120
0004000000030800,2019-01-29T14:00,420
0004000000088900,2019-01-29T15:00,1200
00040000000ec300,2019-01-29T15:00,660
00040000000ec300,2019-01-29T16:00,2040
0004001000021000,2019-01-29T18:00,60
0004001000021500,2019-01-29T18:00,1080
0004003000009300,2019-01-30T07:00,120
0004001000021400,2019-01-30T07:00,120
0004000000030800,2019-01-30T07:00,240
0004000000030800,2019-01-30T08:00,2700
00040000000ec300,2019-01-30T08:00,780
00040000000ec300,2019-01-30T09:00,1200
00040000000ec300,2019-01-30T20:00,2400
00040000000ec300,2019-01-30T21:00,2580
0004000000088900,2019-01-31T10:00,300
0004000000088900,2019-01-31T11:00,900
00040000000ec300,2019-01-31T11:00,2700
00040000000ec300,2019-01-31T12:00,1140
00040000000ec300,2019-01-31T16:00,1500
00040000000ec300,2019-02-01T14:00,1860
0004000000088900,2019-02-01T14:00,840
0004000000088900,2019-02-01T15:00,420
0004000000030800,2019-02-01T15:00,300
0004000000030800,2019-02-01T18:00,1200
0004001000021e00,2019-02-02T12:00,120
0004001000021e00,2019-02-02T13:00,1860
0004000000088900,2019-02-02T13:00,360
0004000000088900,2019-02-02T14:00,600
000400000f701400,2019-02-02T14:00,60
0004001020021d00,2019-02-02T14:00,300
0004001000021000,2019-02-02T17:00,180
0004001000021900,2019-02-02T17:00,480
0004001000021900,2019-02-02T18:00,420
0004003000009400,2019-02-02T18:00,900
0004003000009700,2019-02-02T18:00,60
0004003000009600,2019-02-02T18:00,120
0004003000009300,2019-02-02T18:00,120
00040000000ec300,2019-02-02T19:00,780
0004000000030800,2019-02-02T19:00,900
0004000000030800,2019-02-02T20:00,1380
0004003000009e00,2019-02-03T10:00,60
0004003000009300,2019-02-03T10:00,60
000400300000bd00,2019-02-03T10:00,60
0004000000030800,2019-02-03T11:00,480
0004000000030800,2019-02-03T12:00,1500
0004001000021700,2019-02-03T12:00,540
0004001000021400,2019-02-03T12:00,60
00040000000ec300,2019-02-03T12:00,1260
00040000000ec300,2019-02-03T13:00,3600
00040000000ec300,2019-02-03T14:00,1620
0004003000009400,2019-02-03T16:00,60
0004001000021500,2019-02-03T16:00,60
0004001000021400,2019-02-03T16:00,120
0004001000021000,2019-02-03T16:00,240
0004000000030800,2019-02-03T16:00,1380
0004000000030800,2019-02-03T17:00,3180
0004001000021400,2019-02-03T17:00,60
0004003000009400,2019-02-03T18:00,60
0004001000021400,2019-02-03T18:00,60
00040000000ec300,2019-02-04T15:00,1620
00040000000ec300,2019-02-04T16:00,360
00040000000ec300,2019-02-04T17:00,420
0004001000021000,2019-02-05T14:00,360
0004003000009400,2019-02-05T14:00,540
0004000000030800,2019-02-05T14:00,1440
00040000000ec300,2019-02-05T14:00,540
00040000000ec300,2019-02-05T15:00,3600
00040000000ec300,2019-02-05T16:00,3540
00040000000ec300,2019-02-05T17:00,1500
00040000000ec300,2019-02-06T15:00,60
00040000000ec300,2019-02-07T14:00,3240
00040000000ec300,2019-02-07T15:00,3600
00040000000ec300,2019-02-07T16:00,3000
0004001000021200,2019-02-07T20:00,60
0004001000021000,2019-02-07T20:00,360
0004003000009300,2019-02-07T20:00,60
0004001000021400,2019-02-07T20:00,600
0004001000021500,2019-02-07T20:00,180
0004001000021e00,2019-02-07T20:00,360
00040000000ec300,2019-02-08T09:00,720
00040000000ec300,2019-02-08T10:00,3360
00040000000ec300,2019-02-08T13:00,840
00040000000ec300,2019-02-08T14:00,2040
0004001000021800,2019-02-08T15:00,540
0004001000021800,2019-02-08T16:00,240
000400300000bd00,2019-02-08T16:00,60
0004003000009400,2019-02-08T16:00,60
00040000000ec300,2019-02-08T16:00,1140
00040000000ec300,2019-02-08T17:00,720
0004000000030800,2019-02-08T17:00,1260
0004000000088900,2019-02-08T17:00,1500
0004000000088900,2019-02-08T18:00,60
0004001020021d00,2019-02-08T18:00,360
0004001000021500,2019-02-08T19:00,2100
00040000000ec300,2019-02-09T10:00,1500
00040000000ec300,2019-02-09T11:00,2400
00040000000ec300,2019-02-09T13:00,840
00040000000ec300,2019-02-09T14:00,1620
00040000000ec300,2019-02-09T15:00,300
00040000000ec300,2019-02-09T16:00,2580
00040000000ec300,2019-02-09T17:00,2700
00040000000ec300,2019-02-09T18:00,540
00040000000ec300,2019-02-10T08:00,420
00040000000ec300,2019-02-10T09:00,1980
00040000000ec300,2019-02-10T10:00,3540
00040000000ec300,2019-02-10T11:00,1680
00040000000ec300,2019-02-10T13:00,3540
00040000000ec300,2019-02-10T14:00,1080
00040000000ec300,2019-02-20T14:00,960
00040000000ec300,2019-02-20T15:00,840
0004000000030800,2019-02-20T15:00,2280
0004001000021500,2019-02-20T17:00,120
0004001000021400,2019-02-20T17:00,480
0004001000021000,2019-02-20T17:00,120
0004001000021400,2019-02-20T18:00,120
0004001000021500,2019-02-20T18:00,1140
00040000000ec300,2019-02-21T11:00,1020
00040000000ec300,2019-02-21T12:00,2520
0004001000021700,2019-02-21T12:00,360
00040000000ec300,2019-02-21T13:00,660
00040000000ec300,2019-02-21T14:00,360
0004001000021400,2019-02-21T15:00,180
0004001000021400,2019-02-21T16:00,120
0004001000021500,2019-02-21T19:00,1980
0004000000030800,2019-02-22T14:00,780
0004001000021700,2019-02-22T14:00,240
0004000000030800,2019-02-22T15:00,2100
0004003000009300,2019-02-22T15:00,60
0004003000009600,2019-02-22T15:00,180
000400300000bd00,2019-02-22T15:00,60
0004001000021000,2019-02-22T15:00,300
0004001000021200,2019-02-22T15:00,720
0004001000021800,2019-02-22T15:00,180
0004001000021800,2019-02-22T16:00,360
0004001000021500,2019-02-22T16:00,840
0004001000021500,2019-02-22T17:00,300
0004001000021500,2019-02-22T18:00,480
00040000000ec300,2019-02-23T15:00,2700
00040000000ec300,2019-02-23T16:00,1620
0004001000021400,2019-02-23T16:00,180
0004000000030800,2019-02-23T17:00,180
0004000000030800,2019-02-23T18:00,1680
0004001000021500,2019-02-23T18:00,180
0004001000021700,2019-02-23T18:00,120
0004001000021800,2019-02-23T18:00,300
