Record,TID,Log_Info,Timestamp
114,0004003000008f02,7,1541116920
115,00040000000ec300,0,1541116920
116,00040000000ec300,5,1541118720
117,0004003000008f02,6,1541118720
118,00040000000ec300,1,1541118720
119,0004003000008f02,7,1541118780
120,0004001000021900,0,1541118780
121,0004001000021900,5,1541118840
122,0004003000008f02,6,1541118840
123,0004001000021900,1,1541118840
124,ffffffffffffffff,10,1541118900
125,0004003000008f02,2,1543360380
126,0004003000008f02,7,1543360440
127,0004001000021900,0,1543360440
128,0004001000021900,5,1543361100
129,0004003000008f02,6,1543361100
130,0004003000008f02,7,1543361160
131,0004001000021900,4,1543361160
132,0004001000021900,5,1543361280
133,0004003000008f02,6,1543361280
134,0004003000008f02,3,1543361280
135,0004003000009002,2,1543361280
136,0004003000009002,3,1543361340
137,0004003000008f02,2,1543361340
138,0004001000021900,1,1543361340
139,0004003000008f02,3,1543361340
140,0004003000009702,2,1543361340
141,0004003000009702,3,1543361340
142,0004003000008f02,2,1543361340
143,ffffffffffffffff,10,1543361400
144,0004003000008f02,2,1544875140
145,0004003000008f02,7,1544875200
146,0004001020021300,0,1544875200
147,0004001020021300,5,1544875200
148,0004003000008f02,6,1544875200
149,0004001020021300,1,1544875200
150,0004003000008f02,7,1544875260
151,0004000000030800,0,1544875260
152,0004000000030800,5,1544875560
153,0004003000008f02,6,1544875560
154,0004003000008f02,7,1544875560
155,0004000000030800,4,1544875560
156,0004000000030800,5,1544875740
157,0004003000008f02,6,1544875740
158,ffffffffffffffff,10,1544875800
159,0004003000008f02,2,1544875800
160,0004003000008f02,7,1544875860
161,0004000000088900,0,1544875860
162,0004000000088900,5,1544876220
163,0004003000008f02,6,1544876220
164,0004000000088900,1,1544876280
165,0004003000008f02,7,1544876280
166,0004001000021000,0,1544876280
167,ffffffffffffffff,11,1544876340
168,ffffffffffffffff,12,1544962740
169,ffffffffffffffff,11,1544962740
170,ffffffffffffffff,12,1544964360
171,0004001000021000,1,1544964660
172,0004003000008f02,6,1544964660
173,ffffffffffffffff,10,1544964660
174,0004003000008f02,2,1544964720
175,0004003000008f02,7,1544964720
176,0004001000021400,0,1544964720
177,0004001000021400,5,1544964720
178,0004003000008f02,6,1544964720
179,ffffffffffffffff,8,1544964720
180,ffffffffffffffff,9,1544964720
181,0004003000008f02,3,1544964780
182,0004003000009202,2,1544964780
183,0004003000009202,3,1544964840
184,0004003000008f02,2,1544964840
185,0004001000021400,1,1544964840
186,0004003000008f02,7,1544964840
187,0004000000030800,0,1544964840
188,0004000000030800,5,1544965140
189,0004003000008f02,6,1544965140
190,ffffffffffffffff,10,1544965200
191,0004003000008f02,2,1544965200
192,0004003000008f02,7,1544965200
193,0004000000088900,0,1544965200
194,ffffffffffffffff,8,1544965380
195,ffffffffffffffff,9,1544965380
196,0004000000088900,5,1544965380
197,0004003000008f02,6,1544965380
198,0004000000088900,1,1544965380
199,0004003000008f02,7,1544965440
200,0004001020021d00,0,1544965440
201,0004001020021d00,5,1544965440
202,0004003000008f02,6,1544965440
203,0004001020021d00,1,1544965440
204,0004003000008f02,7,1544965440
205,0004001000021400,0,1544965440
206,0004001000021400,5,1544965500
207,0004003000008f02,6,1544965500
208,ffffffffffffffff,8,1544965500
209,ffffffffffffffff,9,1544965920
210,0004001000021400,1,1544965920
211,0004003000008f02,7,1544965920
212,0004001000021900,0,1544965920
213,0004001000021900,5,1544965980
214,0004003000008f02,6,1544965980
215,0004001000021900,1,1544965980
216,0004003000008f02,7,1544965980
217,0004000000088900,0,1544965980
218,ffffffffffffffff,8,1544966040
219,ffffffffffffffff,9,1544966040
220,ffffffffffffffff,8,1544966040
221,ffffffffffffffff,9,1544966040
222,0004000000088900,5,1544966100
223,0004003000008f02,6,1544966100
224,0004000000088900,1,1544966100
225,0004003000008f02,7,1544966100
226,0004000000030800,0,1544966100
227,ffffffffffffffff,8,1544967060
228,ffffffffffffffff,9,1544967480
229,ffffffffffffffff,8,1544967480
230,ffffffffffffffff,9,1544967660
231,ffffffffffffffff,8,1544967660
232,ffffffffffffffff,9,1544967840
233,0004000000030800,5,1544967840
234,0004003000008f02,6,1544967840
235,0004000000030800,1,1544967900
236,ffffffffffffffff,10,1544967900
237,0004003000008f02,2,1544967900
238,ffffffffffffffff,10,1544967900
239,0004003000008f02,2,1544968140
240,0004003000008f02,7,1544968140
241,0004001000021500,0,1544968140
242,0004001000021500,5,1544968140
243,0004003000008f02,6,1544968140
244,0004001000021500,1,1544968140
245,0004003000008f02,7,1544968200
246,0004001000021e00,0,1544968200
247,0004001000021e00,5,1544968200
248,0004003000008f02,6,1544968200
249,0004001000021e00,1,1544968200
250,0004003000008f02,7,1544968260
251,0004001000021900,0,1544968260
252,0004001000021900,5,1544968260
253,0004003000008f02,6,1544968260
254,0004001000021900,1,1544968320
255,ffffffffffffffff,10,1544968320
256,0004003000008f02,2,1544969460
257,ffffffffffffffff,10,1544969460
258,0004003000008f02,2,1544969520
259,0004003000008f02,3,1544969520
260,0004003000009002,2,1544969520
261,0004003000009002,3,1544969520
262,0004003000008f02,2,1544969520
263,0004003000008f02,7,1544969580
264,00040000000ec300,0,1544969580
265,00040000000ec300,5,1544969640
266,0004003000008f02,6,1544969640
267,00040000000ec300,1,1544969640
268,0004003000008f02,7,1544969640
269,0004000000030800,0,1544969640
270,0004000000030800,5,1544970000
271,0004003000008f02,6,1544970000
272,0004000000030800,1,1544970000
273,ffffffffffffffff,10,1544970000
274,0004003000008f02,2,1545011760
275,0004003000008f02,7,1545011820
276,0004000000030800,0,1545011820
277,0004000000030800,5,1545013140
278,0004003000008f02,6,1545013140
279,0004000000030800,1,1545013200
280,0004003000008f02,7,1545013200
281,0004001000021800,0,1545013200
282,0004001000021800,5,1545013200
283,0004003000008f02,6,1545013200
284,0004001000021800,1,1545013200
285,0004003000008f02,7,1545013260
286,0004000000030800,0,1545013260
287,0004000000030800,5,1545014400
288,0004003000008f02,6,1545014400
289,0004000000030800,1,1545014400
290,0004003000008f02,7,1545014460
291,0004000000030800,0,1545014460
292,0004000000030800,5,1545015000
293,0004003000008f02,6,1545015000
294,0004000000030800,1,1545015000
295,0004003000008f02,7,1545015000
296,0004000000030800,0,1545015000
297,0004000000030800,5,1545015000
298,0004003000008f02,6,1545015000
299,0004000000030800,1,1545015060
300,0004003000008f02,7,1545015060
301,0004000000030800,0,1545015060
302,0004000000030800,5,1545015060
303,0004003000008f02,6,1545015060
304,0004000000030800,1,1545015060
305,0004003000008f02,7,1545015060
306,0004001000021e00,0,1545015060
307,0004001000021e00,5,1545015120
308,0004003000008f02,6,1545015120
309,0004003000008f02,7,1545015120
310,0004001000021e00,4,1545015120
311,0004001000021e00,5,1545015120
312,0004003000008f02,6,1545015120
313,0004001000021e00,1,1545015120
314,0004003000008f02,7,1545015120
315,0004001000021100,0,1545015120
316,0004001000021100,5,1545015180
317,0004003000008f02,6,1545015180
318,0004001000021100,1,1545015180
319,0004003000008f02,7,1545015180
320,0004001000021000,0,1545015180
321,0004001000021000,1,1545015360
322,0004003000008f02,6,1545015360
323,ffffffffffffffff,10,1545015360
324,0004003000008f02,2,1545015360
325,0004003000008f02,3,1545015420
326,0004003000009202,2,1545015420
327,0004003000009202,3,1545015420
328,0004003000008f02,2,1545015420
329,ffffffffffffffff,10,1545015420
330,0004003000008f02,2,1545016860
331,0004003000008f02,7,1545016920
332,0004001000021800,0,1545016920
333,0004001000021800,5,1545016920
334,0004003000008f02,6,1545016920
335,0004001000021800,1,1545016920
336,0004003000008f02,7,1545016980
337,0004000000030800,0,1545016980
338,0004000000030800,5,1545019140
339,0004003000008f02,6,1545019140
340,0004000000030800,1,1545019200
341,0004003000008f02,7,1545019200
342,0004001000021500,0,1545019200
343,0004001000021500,5,1545019260
344,0004003000008f02,6,1545019260
345,0004001000021500,1,1545019260
346,0004003000008f02,7,1545019260
347,0004000000030800,0,1545019260
348,0004000000030800,5,1545020400
349,0004003000008f02,6,1545020400
350,0004000000030800,1,1545020400
351,0004003000008f02,7,1545020400
352,0004001000021200,0,1545020400
353,0004001000021200,5,1545020460
354,0004003000008f02,6,1545020460
355,0004001000021200,1,1545020460
356,0004003000008f02,7,1545020460
357,0004001000021100,0,1545020460
358,0004001000021100,5,1545020460
359,0004003000008f02,6,1545020460
360,0004001000021100,1,1545020460
361,0004003000008f02,7,1545020520
362,000400000f701400,0,1545020520
363,000400000f701400,5,1545020520
364,0004003000008f02,6,1545020520
365,000400000f701400,1,1545020520
366,ffffffffffffffff,8,1545020580
367,ffffffffffffffff,9,1545021960
368,0004003000008f02,7,1545021960
369,0004000000030800,0,1545021960
370,0004000000030800,5,1545023880
371,0004003000008f02,6,1545023880
372,0004000000030800,1,1545023880
373,0004003000008f02,7,1545023880
374,0004000000030800,0,1545023880
375,0004000000030800,5,1545024120
376,0004003000008f02,6,1545024120
377,0004000000030800,1,1545024120
378,0004003000008f02,7,1545024120
379,0004000000030800,0,1545024120
380,0004000000030800,5,1545024360
381,0004003000008f02,6,1545024360
382,0004000000030800,1,1545024420
383,0004003000008f02,7,1545024420
384,0004000000030800,0,1545024420
385,0004000000030800,5,1545025080
386,0004003000008f02,6,1545025080
387,0004000000030800,1,1545025080
388,0004003000008f02,7,1545025080
389,0004001000021000,0,1545025080
390,0004001000021000,1,1545025200
391,0004003000008f02,6,1545025200
392,ffffffffffffffff,10,1545025200
393,0004003000008f02,2,1545025200
394,0004003000008f02,3,1545025260
395,0004003000009202,2,1545025260
396,0004003000009202,3,1545025260
397,0004003000008f02,2,1545025260
398,0004003000008f02,7,1545025320
399,0004000000088900,0,1545025320
400,0004000000088900,5,1545026160
401,0004003000008f02,6,1545026160
402,0004000000088900,1,1545026160
403,0004003000008f02,7,1545026160
404,0004000000088900,0,1545026160
405,0004000000088900,5,1545028980
406,0004003000008f02,6,1545028980
407,0004000000088900,1,1545028980
408,ffffffffffffffff,10,1545029040
409,0004003000008f02,2,1545029340
410,ffffffffffffffff,8,1545029400
411,ffffffffffffffff,9,1545029460
412,ffffffffffffffff,8,1545029460
413,ffffffffffffffff,9,1545030180
414,0004003000008f02,7,1545030360
415,0004001000021000,0,1545030360
416,0004001000021000,1,1545030360
417,0004003000008f02,7,1545030360
418,0004001020024100,0,1545030360
419,0004001020024100,1,1545030360
420,0004003000008f02,7,1545030360
421,0004001000021000,0,1545030360
422,0004001000021000,1,1545030360
423,0004003000008f02,6,1545030360
424,ffffffffffffffff,10,1545030360
425,0004003000008f02,2,1545030360
426,ffffffffffffffff,8,1545030480
427,ffffffffffffffff,9,1545030720
428,ffffffffffffffff,8,1545030720
429,ffffffffffffffff,9,1545031020
430,ffffffffffffffff,8,1545031020
431,ffffffffffffffff,9,1545031020
432,ffffffffffffffff,10,1545031020
433,0004003000008f02,2,1545031200
434,0004003000008f02,7,1545031260
435,0004000000030800,0,1545031260
436,0004000000030800,5,1545033000
437,0004003000008f02,6,1545033000
438,0004000000030800,1,1545033000
439,ffffffffffffffff,8,1545033240
440,ffffffffffffffff,9,1545033240
441,0004003000008f02,7,1545033300
442,0004000000088900,0,1545033300
443,0004000000088900,5,1545033480
444,0004003000008f02,6,1545033480
445,0004000000088900,1,1545033480
446,0004003000008f02,7,1545033480
447,0004000000088900,0,1545033480
448,0004000000088900,5,1545033840
449,0004003000008f02,6,1545033840
450,0004000000088900,1,1545033840
451,0004003000008f02,7,1545033900
452,0004001000021900,0,1545033900
453,0004001000021900,5,1545033900
454,0004003000008f02,6,1545033900
455,0004001000021900,1,1545033900
456,0004003000008f02,7,1545033900
457,0004000000088900,0,1545033900
458,0004000000088900,5,1545033960
459,0004003000008f02,6,1545033960
460,0004000000088900,1,1545033960
461,ffffffffffffffff,10,1545034020
462,0004003000008f02,2,1545034800
463,0004003000008f02,7,1545034860
464,000400000f701400,0,1545034860
465,ffffffffffffffff,8,1545034920
466,ffffffffffffffff,9,1545034920
467,000400000f701400,5,1545035160
468,0004003000008f02,6,1545035160
469,000400000f701400,1,1545035160
470,0004003000008f02,7,1545035160
471,0004001000021200,0,1545035160
472,0004001000021200,5,1545035160
473,0004003000008f02,6,1545035160
474,0004001000021200,1,1545035160
475,0004003000008f02,7,1545035220
476,0004001000021700,0,1545035220
477,0004001000021700,5,1545035220
478,0004003000008f02,6,1545035220
479,0004001000021700,1,1545035220
480,ffffffffffffffff,10,1545035280
481,0004003000008f02,2,1545036480
482,0004003000008f02,7,1545036480
483,0004001000021400,0,1545036480
484,0004001000021400,5,1545036600
485,0004003000008f02,6,1545036600
486,0004001000021400,1,1545036600
487,0004003000008f02,7,1545036660
488,0004000000030800,0,1545036660
489,0004000000030800,5,1545038340
490,0004003000008f02,6,1545038340
491,0004000000030800,1,1545038340
492,0004003000008f02,3,1545038340
493,0004003000009202,2,1545038340
494,0004003000009202,3,1545038400
495,0004003000008f02,2,1545038400
496,0004003000008f02,7,1545038460
497,00040000000ec300,0,1545038460
498,00040000000ec300,5,1545038880
499,0004003000008f02,6,1545038880
500,0004003000008f02,7,1545038940
501,00040000000ec300,4,1545038940
502,00040000000ec300,5,1545038940
503,0004003000008f02,6,1545038940
504,00040000000ec300,1,1545038940
505,0004003000008f02,7,1545039000
506,00040000000ec300,0,1545039000
507,00040000000ec300,5,1545039000
508,0004003000008f02,6,1545039000
509,00040000000ec300,1,1545039000
510,0004003000008f02,3,1545039060
511,0004003000009702,2,1545039060
512,0004003000009702,3,1545039060
513,0004003000008f02,2,1545039060
514,0004003000008f02,7,1545039120
515,0004001000021000,0,1545039120
516,0004001000021000,1,1545039120
517,0004003000008f02,6,1545039120
518,ffffffffffffffff,10,1545039120
519,0004003000008f02,2,1545039120
520,0004003000008f02,3,1545039240
521,0004003000009e02,2,1545039240
522,0004003000009e02,3,1545039300
523,0004003000008f02,2,1545039300
524,ffffffffffffffff,10,1545039360
525,0004003000008f02,2,1545039420
526,ffffffffffffffff,8,1545039660
527,ffffffffffffffff,9,1545039780
528,ffffffffffffffff,8,1545039840
529,ffffffffffffffff,9,1545039840
530,ffffffffffffffff,8,1545039840
531,ffffffffffffffff,9,1545040200
532,ffffffffffffffff,8,1545040260
533,ffffffffffffffff,9,1545040260
534,0004003000008f02,3,1545040260
535,0004003000009002,2,1545040260
536,0004003000009002,3,1545040260
537,0004003000008f02,2,1545040260
538,ffffffffffffffff,8,1545040260
539,ffffffffffffffff,9,1545040500
540,0004003000008f02,7,1545040500
541,0004001000021000,0,1545040500
542,0004001000021000,1,1545040680
543,0004003000008f02,6,1545040680
544,ffffffffffffffff,10,1545040680
545,0004003000008f02,2,1545040680
546,ffffffffffffffff,8,1545040680
547,ffffffffffffffff,9,1545040740
548,ffffffffffffffff,8,1545040800
549,ffffffffffffffff,9,1545041040
550,0004003000008f02,7,1545041100
551,0004001000021400,0,1545041100
552,0004001000021400,5,1545041160
553,0004003000008f02,6,1545041160
554,0004001000021400,1,1545041160
555,ffffffffffffffff,8,1545041160
556,ffffffffffffffff,9,1545041340
557,ffffffffffffffff,8,1545041340
558,ffffffffffffffff,9,1545041820
559,ffffffffffffffff,8,1545041880
560,ffffffffffffffff,9,1545042060
561,ffffffffffffffff,8,1545042240
562,ffffffffffffffff,9,1545042240
563,0004003000008f02,7,1545042300
564,0004001020021d00,0,1545042300
565,0004001020021d00,5,1545042360
566,0004003000008f02,6,1545042360
567,0004003000008f02,7,1545042360
568,0004001020021d00,4,1545042360
569,0004001020021d00,5,1545042420
570,0004003000008f02,6,1545042420
571,0004001020021d00,1,1545042420
572,0004003000008f02,7,1545042420
573,0004001000021000,0,1545042420
574,0004001000021000,1,1545042660
575,0004003000008f02,6,1545042660
576,ffffffffffffffff,10,1545042660
577,0004003000008f02,2,1545042660
578,0004003000008f02,7,1545042660
579,0004001000021900,0,1545042660
580,0004001000021900,5,1545042720
581,0004003000008f02,6,1545042720
582,0004001000021900,1,1545042720
583,ffffffffffffffff,8,1545042720
584,ffffffffffffffff,9,1545042780
585,0004003000008f02,7,1545042780
586,0004001000021100,0,1545042780
587,0004001000021100,5,1545042780
588,0004003000008f02,6,1545042780
589,0004001000021100,1,1545042780
590,0004003000008f02,3,1545042780
591,0004003000009402,2,1545042780
592,0004003000009402,3,1545042840
593,0004003000008f02,2,1545042840
594,0004003000008f02,3,1545042840
595,0004003000009302,2,1545042840
596,0004003000009302,3,1545042840
597,0004003000008f02,2,1545042840
598,0004003000008f02,3,1545042900
599,0004003000009602,2,1545042900
600,0004003000009602,3,1545042900
601,0004003000008f02,2,1545042900
602,0004003000008f02,3,1545042900
603,000400300000bd02,2,1545042900
604,000400300000bd02,3,1545042900
605,0004003000008f02,2,1545042900
606,ffffffffffffffff,8,1545042900
607,ffffffffffffffff,9,1545042960
608,0004003000008f02,7,1545042960
609,0004001000021700,0,1545042960
610,0004001000021700,5,1545043020
611,0004003000008f02,6,1545043020
612,0004001000021700,1,1545043020
613,0004003000008f02,7,1545043020
614,0004001000021800,0,1545043020
615,0004001000021800,5,1545043080
616,0004003000008f02,6,1545043080
617,0004001000021800,1,1545043080
618,0004003000008f02,3,1545043080
619,0004003000009002,2,1545043080
620,0004003000009002,3,1545043080
621,0004003000008f02,2,1545043080
622,0004003000008f02,7,1545043080
623,0004001000021400,0,1545043080
624,0004001000021400,5,1545043140
625,0004003000008f02,6,1545043140
626,0004001000021400,1,1545043200
627,0004003000008f02,7,1545043200
628,0004001000021400,0,1545043200
629,0004001000021400,5,1545043200
630,0004003000008f02,6,1545043200
631,0004003000008f02,7,1545043200
632,0004001000021400,4,1545043200
633,0004001000021400,5,1545043260
634,0004003000008f02,6,1545043260
635,0004001000021400,1,1545043260
636,ffffffffffffffff,8,1545043260
637,ffffffffffffffff,9,1545043260
638,0004003000008f02,7,1545043320
639,0004000000030800,0,1545043320
640,0004000000030800,5,1545043620
641,0004003000008f02,6,1545043620
642,0004003000008f02,7,1545043620
643,0004000000030800,4,1545043620
644,0004000000030800,5,1545043800
645,0004003000008f02,6,1545043800
646,0004003000008f02,7,1545043800
647,0004000000030800,4,1545043800
648,0004000000030800,5,1545043920
649,0004003000008f02,6,1545043920
650,0004000000030800,1,1545043980
651,0004003000008f02,7,1545043980
652,0004000000030800,0,1545043980
653,0004000000030800,5,1545045420
654,0004003000008f02,6,1545045420
655,0004003000008f02,7,1545045420
656,0004000000030800,4,1545045420
657,0004000000030800,5,1545045660
658,0004003000008f02,6,1545045660
659,0004000000030800,1,1545045660
660,0004003000008f02,3,1545045660
661,0004003000009202,2,1545045660
662,ffffffffffffffff,8,1545045660
663,ffffffffffffffff,9,1545045660
664,0004003000009202,3,1545045660
665,0004003000008f02,2,1545045660
666,ffffffffffffffff,8,1545045720
667,ffffffffffffffff,9,1545049140
668,ffffffffffffffff,10,1545049200
669,0004003000008f02,2,1545049200
670,ffffffffffffffff,10,1545049200
671,0004003000008f02,2,1545049440
672,0004003000008f02,7,1545049500
673,0004001020021d00,0,1545049500
674,0004001020021d00,5,1545050220
675,0004003000008f02,6,1545050220
676,0004003000008f02,7,1545050220
677,0004001020021d00,4,1545050220
678,0004001020021d00,5,1545050280
679,0004003000008f02,6,1545050280
680,0004003000008f02,7,1545050280
681,0004001020021d00,4,1545050280
682,0004001020021d00,5,1545051060
683,0004003000008f02,6,1545051060
684,0004001020021d00,1,1545051060
685,0004003000008f02,7,1545051060
686,0004001000021400,0,1545051060
687,0004001000021400,5,1545051180
688,0004003000008f02,6,1545051180
689,0004001000021400,1,1545051180
690,0004003000008f02,7,1545051180
691,0004001000021500,0,1545051180
692,0004001000021500,5,1545051180
693,0004003000008f02,6,1545051180
694,0004001000021500,1,1545051180
695,0004003000008f02,7,1545051240
696,000400000f701400,0,1545051240
697,000400000f701400,5,1545051360
698,0004003000008f02,6,1545051360
699,000400000f701400,1,1545051360
700,0004003000008f02,7,1545051360
701,0004001020021d00,0,1545051360
702,0004001020021d00,5,1545052200
703,0004003000008f02,6,1545052200
704,0004003000008f02,7,1545052260
705,0004001020021d00,4,1545052260
706,0004001020021d00,5,1545052260
707,0004003000008f02,6,1545052260
708,0004003000008f02,7,1545052260
709,0004001020021d00,4,1545052260
710,0004001020021d00,5,1545052440
711,0004003000008f02,6,1545052440
712,0004001020021d00,1,1545052440
713,0004003000008f02,7,1545052500
714,0004001020021d00,0,1545052500
715,0004001020021d00,5,1545052500
716,0004003000008f02,6,1545052500
717,0004001020021d00,1,1545052500
718,0004003000008f02,7,1545052560
719,000400000f701400,0,1545052560
720,000400000f701400,5,1545052740
721,0004003000008f02,6,1545052740
722,000400000f701400,1,1545052740
723,0004003000008f02,7,1545052800
724,0004001000021400,0,1545052800
725,0004001000021400,5,1545052800
726,0004003000008f02,6,1545052800
727,0004001000021400,1,1545052800
728,ffffffffffffffff,8,1545052800
729,ffffffffffffffff,9,1545052800
730,ffffffffffffffff,8,1545052800
731,ffffffffffffffff,9,1545052860
732,ffffffffffffffff,10,1545052860
733,0004003000008f02,2,1545054960
734,0004003000008f02,7,1545054960
735,0004000000088900,0,1545054960
736,ffffffffffffffff,8,1545056460
737,ffffffffffffffff,9,1545057840
738,ffffffffffffffff,8,1545058080
739,ffffffffffffffff,9,1545059280
740,0004000000088900,5,1545059280
741,0004003000008f02,6,1545059280
742,0004000000088900,1,1545059280
743,ffffffffffffffff,10,1545059280
744,0004003000008f02,2,1545059460
745,ffffffffffffffff,10,1545059580
746,0004003000008f02,2,1545100020
747,0004003000008f02,7,1545100080
748,0004001000021200,0,1545100080
749,0004001000021200,5,1545100080
750,0004003000008f02,6,1545100080
751,0004001000021200,1,1545100080
752,0004003000008f02,7,1545100080
753,0004001020021d00,0,1545100080
754,0004001020021d00,5,1545100140
755,0004003000008f02,6,1545100140
756,0004001020021d00,1,1545100140
757,0004003000008f02,7,1545100140
758,0004001000021400,0,1545100140
759,0004001000021400,5,1545100320
760,0004003000008f02,6,1545100320
761,0004001000021400,1,1545100380
762,0004003000008f02,7,1545100380
763,0004001020021d00,0,1545100380
764,0004001020021d00,5,1545100620
765,0004003000008f02,6,1545100620
766,0004001020021d00,1,1545100620
767,0004003000008f02,7,1545100620
768,0004001000021400,0,1545100620
769,0004001000021400,5,1545100680
770,0004003000008f02,6,1545100680
771,0004001000021400,1,1545100680
772,0004003000008f02,7,1545100680
773,0004000000030800,0,1545100680
774,0004000000030800,5,1545102600
775,0004003000008f02,6,1545102600
776,0004000000030800,1,1545102600
777,ffffffffffffffff,10,1545102660
778,0004003000008f02,2,1545102720
779,0004003000008f02,7,1545102720
780,0004001020021d00,0,1545102720
781,0004001020021d00,5,1545103020
782,0004003000008f02,6,1545103020
783,0004001020021d00,1,1545103080
784,0004003000008f02,7,1545103080
785,0004001000021400,0,1545103080
786,0004001000021400,5,1545103140
787,0004003000008f02,6,1545103140
788,0004001000021400,1,1545103140
789,0004003000008f02,7,1545103320
790,0004000000088900,0,1545103320
791,0004000000088900,5,1545103800
792,0004003000008f02,6,1545103800
793,0004000000088900,1,1545103800
794,0004003000008f02,7,1545103800
795,0004001020021d00,0,1545103800
796,0004001020021d00,5,1545103980
797,0004003000008f02,6,1545103980
798,0004001020021d00,1,1545103980
799,0004003000008f02,7,1545103980
800,0004001020021d00,0,1545103980
801,0004001020021d00,5,1545104340
802,0004003000008f02,6,1545104340
803,0004001020021d00,1,1545104340
804,0004003000008f02,7,1545104340
805,0004001000021800,0,1545104340
806,0004001000021800,5,1545104400
807,0004003000008f02,6,1545104400
808,0004001000021800,1,1545104400
